Year,Name,Position,College,Rating
2006,Chavez Grant,CB,Miami Hurricanes,0.8444
2006,Daniel Stegall,PRO,Miami Hurricanes,0.8122
2006,George Robinson,WR,Miami Hurricanes,0.7667
2007,Allen Bailey,SDE,Miami Hurricanes,0.9793
2007,Doug Wiggins,CB,Miami Hurricanes,0.9525
2007,Robert Marve,PRO,Miami Hurricanes,0.9373
2007,Lee Chambers,RB,Miami Hurricanes,0.9300
2007,Graig Cooper,RB,Miami Hurricanes,0.9300
2007,Harland Gunn,OG,Miami Hurricanes,0.9285
2007,Chris Perry,SDE,Miami Hurricanes,0.9183
2007,Damien Berry,S,Miami Hurricanes,0.9044
2007,Jermaine McKenzie,WR,Miami Hurricanes,0.9044
2007,Orlando Franklin,OT,Miami Hurricanes,0.8967
2007,Demarcus VanDyke,ATH,Miami Hurricanes,0.8956
2007,Shawnbrey McNeal,RB,Miami Hurricanes,0.8822
2007,Leonard Hankerson,WR,Miami Hurricanes,0.8789
2007,Adewale Ojomo,WDE,Miami Hurricanes,0.8744
2007,Jared Campbell,S,Miami Hurricanes,0.8333
2007,Joseph Nicolas,S,Miami Hurricanes,0.8304
2007,Tyler Horn,OT,Miami Hurricanes,0.8256
2007,Daniel Adderley,WR,Miami Hurricanes,0.7667
2008,Jake Wieclaw,K,Miami Hurricanes,NA
2008,Arthur Brown,ILB,Miami Hurricanes,0.9960
2008,Marcus Forston,DT,Miami Hurricanes,0.9940
2008,Brandon Harris,CB,Miami Hurricanes,0.9864
2008,Aldarius Johnson,WR,Miami Hurricanes,0.9821
2008,Ramon Buchanan,OLB,Miami Hurricanes,0.9777
2008,Jordan Futch,OLB,Miami Hurricanes,0.9740
2008,Sean Spence,OLB,Miami Hurricanes,0.9694
2008,Davon Johnson,WR,Miami Hurricanes,0.9659
2008,Marcus Robinson,WDE,Miami Hurricanes,0.9646
2008,C.J. Holton,S,Miami Hurricanes,0.9476
2008,Benjamin Jones,OT,Miami Hurricanes,0.9369
2008,Tommy Streeter,WR,Miami Hurricanes,0.9352
2008,Vaughn Telemaque,S,Miami Hurricanes,0.9284
2008,Travis Benjamin,WR,Miami Hurricanes,0.9259
2008,Jacory Harris,PRO,Miami Hurricanes,0.9055
2008,Jeremy Lewis,OG,Miami Hurricanes,0.9005
2008,Taylor Cook,PRO,Miami Hurricanes,0.8877
2008,LaRon Byrd,WR,Miami Hurricanes,0.8856
2008,Micanor Regis,DT,Miami Hurricanes,0.8822
2008,Thearon Collier,WR,Miami Hurricanes,0.8778
2008,Gavin Hardin,ILB,Miami Hurricanes,0.8733
2008,Joe Wylie,S,Miami Hurricanes,0.8722
2008,Antonio Harper,OLB,Miami Hurricanes,0.8444
2008,Brandon Marti,ATH,Miami Hurricanes,0.8389
2008,Zach Kane,ATH,Miami Hurricanes,0.8344
2008,Kendall Thompkins,WR,Miami Hurricanes,0.8341
2008,Cannon Smith,PRO,Miami Hurricanes,0.8289
2008,C.J. Odom,S,Miami Hurricanes,0.8278
2008,John Calhoun,ATH,Miami Hurricanes,0.8100
2008,Andrew Smith,WDE,Miami Hurricanes,0.8022
2008,Patrick Hill,FB,Miami Hurricanes,0.8000
2009,Brandon McGee,CB,Miami Hurricanes,0.9720
2009,Ray Ray Armstrong,ATH,Miami Hurricanes,0.9686
2009,Lamar Miller,RB,Miami Hurricanes,0.9677
2009,Jamal Reid,ATH,Miami Hurricanes,0.9493
2009,Dyron Dye,WDE,Miami Hurricanes,0.9269
2009,Olivier Vernon,WDE,Miami Hurricanes,0.9256
2009,Brandon Washington,OG,Miami Hurricanes,0.9189
2009,Mike James,RB,Miami Hurricanes,0.9105
2009,Luther Robinson,DT,Miami Hurricanes,0.8990
2009,Jermaine Johnson,OT,Miami Hurricanes,0.8911
2009,Curtis Porter,DT,Miami Hurricanes,0.8889
2009,Billy Sanders,TE,Miami Hurricanes,0.8744
2009,Malcolm Bunche,OT,Miami Hurricanes,0.8722
2009,Cory White,TE,Miami Hurricanes,0.8711
2009,A.J. Highsmith,DUAL,Miami Hurricanes,0.8711
2009,Jared Wheeler,OG,Miami Hurricanes,0.8611
2009,Shayon Green,WDE,Miami Hurricanes,0.8433
2009,Stephen Plein,TE,Miami Hurricanes,0.7667
2010,Storm Johnson,RB,Miami Hurricanes,0.9792
2010,Brandon Linder,OC,Miami Hurricanes,0.9386
2010,Eduardo Clements,RB,Miami Hurricanes,0.9290
2010,Kacy Rodgers,CB,Miami Hurricanes,0.9014
2010,Tavadis Glenn,DT,Miami Hurricanes,0.8954
2010,David Perry,SDE,Miami Hurricanes,0.8910
2010,Travis Williams,OLB,Miami Hurricanes,0.8900
2010,Keion Payne,CB,Miami Hurricanes,0.8896
2010,Kevin Nelson,ILB,Miami Hurricanes,0.8889
2010,Darion Hall,RB,Miami Hurricanes,0.8822
2010,Allen Hurns,WR,Miami Hurricanes,0.8789
2010,Shane McDermott,OG,Miami Hurricanes,0.8711
2010,Devont'a Davis,CB,Miami Hurricanes,0.8711
2010,Tyrone Cornelius,OLB,Miami Hurricanes,0.8681
2010,Jon Feliciano,OT,Miami Hurricanes,0.8678
2010,Stephen Morris,DUAL,Miami Hurricanes,0.8678
2010,Malcolm Bunche,OT,Miami Hurricanes,0.8667
2010,Jeremy Davis,WR,Miami Hurricanes,0.8659
2010,Maurice Hagens,FB,Miami Hurricanes,0.8644
2010,Jermaine Barton,OT,Miami Hurricanes,0.8533
2010,Andrew Tallman,SDE,Miami Hurricanes,0.8500
2010,Jeffery Brown,DT,Miami Hurricanes,0.8456
2010,Kelvin Cain,OLB,Miami Hurricanes,0.8422
2010,Delmar Taylor,DT,Miami Hurricanes,0.8400
2010,Asante-Jabari Cleveland,TE,Miami Hurricanes,0.8385
2010,Clive Walford,TE,Miami Hurricanes,0.8333
2010,Chase Ford,TE,Miami Hurricanes,0.8111
2010,James Gaines,ILB,Miami Hurricanes,0.7889
2011,Darius Smith,DT,Miami Hurricanes,NA
2011,Nantambu-Akil Fentress,S,Miami Hurricanes,NA
2011,Phillip Dorsett,WR,Miami Hurricanes,0.8761
2011,Rashawn Scott,WR,Miami Hurricanes,0.8322
2012,Duke Johnson,RB,Miami Hurricanes,0.9894
2012,Tracy Howard,CB,Miami Hurricanes,0.9886
2012,Jelani Hamilton,SDE,Miami Hurricanes,0.9490
2012,Tyriq McCord,WDE,Miami Hurricanes,0.9459
2012,Deon Bush,S,Miami Hurricanes,0.9452
2012,Raphael Kirby,ILB,Miami Hurricanes,0.9397
2012,Ereck Flowers,OT,Miami Hurricanes,0.9349
2012,Malcolm Lewis,WR,Miami Hurricanes,0.9052
2012,Danny Isidora,OG,Miami Hurricanes,0.8889
2012,Herb Waters,WR,Miami Hurricanes,0.8872
2012,Dwayne Hoilett,OLB,Miami Hurricanes,0.8797
2012,Robert Lockhart,WR,Miami Hurricanes,0.8778
2012,Earl Moore,DT,Miami Hurricanes,0.8746
2012,Jacoby Briscoe,DT,Miami Hurricanes,0.8736
2012,Preston Dewey,PRO,Miami Hurricanes,0.8680
2012,Gray Crow,PRO,Miami Hurricanes,0.8655
2012,JaWand Blue,OLB,Miami Hurricanes,0.8561
2012,Jontavious Carter,WR,Miami Hurricanes,0.8556
2012,Rayshawn Jenkins,WR,Miami Hurricanes,0.8553
2012,D'Mauri Jones,WR,Miami Hurricanes,0.8532
2012,Taylor Gadbois,OT,Miami Hurricanes,0.8504
2012,Vernon Davis,CB,Miami Hurricanes,0.8431
2012,Antonio Crawford,CB,Miami Hurricanes,0.8431
2012,Danny Dillard,RB,Miami Hurricanes,0.8411
2012,Larry Hope,CB,Miami Hurricanes,0.8406
2012,Nate Dortch,CB,Miami Hurricanes,0.8392
2012,Gabe Terry,OLB,Miami Hurricanes,0.8364
2012,Josh Witt,OLB,Miami Hurricanes,0.8333
2012,Jake O'Donnell,TE,Miami Hurricanes,0.8292
2012,LaDarius Gunter,CB,Miami Hurricanes,0.8267
2012,DeQuan Ivery,DT,Miami Hurricanes,0.8258
2012,David Thompson,PRO,Miami Hurricanes,0.8212
2013,Austin Barnard,P,Miami Hurricanes,NA
2013,Walter Tucker,OLB,Miami Hurricanes,NA
2013,Al-Quadin Muhammad,SDE,Miami Hurricanes,0.9760
2013,Stacy Coley,WR,Miami Hurricanes,0.9722
2013,Kevin Olsen,PRO,Miami Hurricanes,0.9582
2013,Artie Burns,CB,Miami Hurricanes,0.9545
2013,Beau Sandland,TE,Miami Hurricanes,0.9256
2013,Corn Elder,ATH,Miami Hurricanes,0.9218
2013,Standish Dobard,TE,Miami Hurricanes,0.9105
2013,Jamal Carter,S,Miami Hurricanes,0.9093
2013,Jermaine Grace,OLB,Miami Hurricanes,0.8993
2013,Ufomba Kamalu,SDE,Miami Hurricanes,0.8800
2013,Gus Edwards,RB,Miami Hurricanes,0.8597
2013,Alex Gall,OT,Miami Hurricanes,0.8517
2013,Sunny Odogwu,OT,Miami Hurricanes,0.8500
2013,Hunter Knighton,OT,Miami Hurricanes,0.8500
2013,Ray Lewis III,RB,Miami Hurricanes,0.8275
2013,Alex Figueroa,WDE,Miami Hurricanes,0.8083
2014,Chad Thomas,WDE,Miami Hurricanes,0.9887
2014,Joseph Yearby,RB,Miami Hurricanes,0.9771
2014,Kc McDermott,OT,Miami Hurricanes,0.9770
2014,Trevor Darling,OG,Miami Hurricanes,0.9560
2014,Brad Kaaya,PRO,Miami Hurricanes,0.9375
2014,Anthony Moten,DT,Miami Hurricanes,0.9296
2014,Kiy Hester,S,Miami Hurricanes,0.9087
2014,Trent Harris,WDE,Miami Hurricanes,0.9009
2014,Darrion Owens,OLB,Miami Hurricanes,0.8873
2014,Braxton Berrios,WR,Miami Hurricanes,0.8843
2014,Mike Smith,OLB,Miami Hurricanes,0.8831
2014,Demetrius Jackson,WDE,Miami Hurricanes,0.8783
2014,Calvin Heurtelou,DT,Miami Hurricanes,0.8719
2014,Darrell Langham,WR,Miami Hurricanes,0.8707
2014,Michael Wyche,DT,Miami Hurricanes,0.8656
2014,Trayone Gray,WR,Miami Hurricanes,0.8608
2014,Ryan Mayes,CB,Miami Hurricanes,0.8606
2014,Chris Herndon,TE,Miami Hurricanes,0.8578
2014,Tyre Brady,WR,Miami Hurricanes,0.8558
2014,Juwon Young,OLB,Miami Hurricanes,0.8556
2014,Marques Gayot,S,Miami Hurricanes,0.8531
2014,David Njoku,TE,Miami Hurricanes,0.8506
2014,Malik Rosier,DUAL,Miami Hurricanes,0.8464
2014,Courtel Jenkins,DT,Miami Hurricanes,0.8444
2014,Nick Linder,OG,Miami Hurricanes,0.8406
2014,Terry McCray,ILB,Miami Hurricanes,0.8344
2014,Joe Brown,OG,Miami Hurricanes,0.7667
2015,Malik Curry,TE,Miami Hurricanes,NA
2015,Mark Walton,RB,Miami Hurricanes,0.9607
2015,Jaquan Johnson,S,Miami Hurricanes,0.9163
2015,Bar Milo,OT,Miami Hurricanes,0.9144
2015,Tyree St. Louis,OT,Miami Hurricanes,0.9001
2015,Jerome Washington,TE,Miami Hurricanes,0.8956
2015,Lawrence Cager,WR,Miami Hurricanes,0.8926
2015,Kendrick Norton,DT,Miami Hurricanes,0.8888
2015,Charles Perry,OLB,Miami Hurricanes,0.8806
2015,Scott Patchan,SDE,Miami Hurricanes,0.8783
2015,Michael Jackson,CB,Miami Hurricanes,0.8667
2015,Jahair Jones,OT,Miami Hurricanes,0.8652
2015,Sheldrick Redwine,CB,Miami Hurricanes,0.8589
2015,Jamie Gordinier,OLB,Miami Hurricanes,0.8572
2015,RJ McIntosh,DT,Miami Hurricanes,0.8572
2015,Brendan Loftus,OT,Miami Hurricanes,0.8544
2015,Hayden Mahoney,OT,Miami Hurricanes,0.8522
2015,Ryan Fines,DT,Miami Hurricanes,0.8492
2015,Tyler Gauthier,OG,Miami Hurricanes,0.8467
2015,Robert Knowles,S,Miami Hurricanes,0.8300
2015,James King,OLB,Miami Hurricanes,0.8036
2015,Evan Shirreffs,PRO,Miami Hurricanes,0.8026
2015,Terrance Henley,CB,Miami Hurricanes,0.7883
2016,Sam Bruce,WR,Miami Hurricanes,0.9584
2016,Shaquille Quarterman,ILB,Miami Hurricanes,0.9481
2016,Ahmmon Richards,WR,Miami Hurricanes,0.9342
2016,Jack Allison,PRO,Miami Hurricanes,0.9264
2016,Joe Jackson,SDE,Miami Hurricanes,0.9176
2016,Travis Homer,RB,Miami Hurricanes,0.9109
2016,Dionte Mullins,WR,Miami Hurricanes,0.9076
2016,Pat Bethel,SDE,Miami Hurricanes,0.9027
2016,Zach McCloud,OLB,Miami Hurricanes,0.8942
2016,Jovani Haskins,TE,Miami Hurricanes,0.8806
2016,Romeo Finley,S,Miami Hurricanes,0.8805
2016,Michael Pinckney,ILB,Miami Hurricanes,0.8719
2016,Malek Young,CB,Miami Hurricanes,0.8719
2016,Cedrick Wright,S,Miami Hurricanes,0.8647
2016,Michael Irvin II,TE,Miami Hurricanes,0.8628
2016,Dayall Harris,WR,Miami Hurricanes,0.8539
2016,Tre Johnson,OT,Miami Hurricanes,0.8417
2016,Tyreic Martin,DT,Miami Hurricanes,0.8356
2016,Jeff James,S,Miami Hurricanes,0.8194
2017,Elias Lugo-Fagundo,WR,Miami Hurricanes,NA
2017,Jeff Thomas,WR,Miami Hurricanes,0.9807
2017,Navaughn Donaldson,OT,Miami Hurricanes,0.9654
2017,D.J. Johnson,WDE,Miami Hurricanes,0.9648
2017,N'Kosi Perry,DUAL,Miami Hurricanes,0.9218
2017,Trajan Bandy,CB,Miami Hurricanes,0.9136
2017,Kai-Leon Herbert,OT,Miami Hurricanes,0.9068
2017,DeeJay Dallas,CB,Miami Hurricanes,0.9062
2017,Jonathan Garvin,SDE,Miami Hurricanes,0.9035
2017,Jhavonte Dean,CB,Miami Hurricanes,0.9000
2017,Mike Harley,WR,Miami Hurricanes,0.8969
2017,Jonathan Ford,DT,Miami Hurricanes,0.8853
2017,Amari Carter,S,Miami Hurricanes,0.8748
2017,De'Andre Wilder,OLB,Miami Hurricanes,0.8733
2017,Robert Burns,RB,Miami Hurricanes,0.8733
2017,Zalon'tae Hillery,OT,Miami Hurricanes,0.8714
2017,Brian Polendey,TE,Miami Hurricanes,0.8711
2017,Evidence Njoku,WR,Miami Hurricanes,0.8706
2017,Cade Weldon,PRO,Miami Hurricanes,0.8611
2017,Waynmon Steed,OLB,Miami Hurricanes,0.8611
2017,Bradley Jennings Jr.,OLB,Miami Hurricanes,0.8594
2017,Zach Dykstra,OT,Miami Hurricanes,0.8575
2017,Derrick Smith,S,Miami Hurricanes,0.8500
2017,Corey Gaynor,OG,Miami Hurricanes,0.8392
2017,Zach Feagles,P,Miami Hurricanes,0.8158
2017,Chauncy Smart,ATH,Miami Hurricanes,0.7933
2018,Lorenzo Lingard,RB,Miami Hurricanes,0.9861
2018,Brevin Jordan,TE,Miami Hurricanes,0.9820
2018,Nesta Jade Silvera,DT,Miami Hurricanes,0.9730
2018,Mark Pope,WR,Miami Hurricanes,0.9656
2018,Jarren Williams,DUAL,Miami Hurricanes,0.9614
2018,Al Blades Jr.,CB,Miami Hurricanes,0.9556
2018,DJ Scaife,OT,Miami Hurricanes,0.9378
2018,Brian Hightower,WR,Miami Hurricanes,0.9366
2018,Cam'Ron Harris,RB,Miami Hurricanes,0.9308
2018,Gurvan Hall,S,Miami Hurricanes,0.9265
2018,Gilbert Frierson,CB,Miami Hurricanes,0.9211
2018,Will Mallory,TE,Miami Hurricanes,0.9183
2018,Cleveland Reed,OG,Miami Hurricanes,0.9075
2018,Marquez Ezzard,WR,Miami Hurricanes,0.8939
2018,DJ Ivey,CB,Miami Hurricanes,0.8926
2018,Dee Wiggins,WR,Miami Hurricanes,0.8817
2018,John Campbell Jr.,OT,Miami Hurricanes,0.8804
2018,Gregory Rousseau,WDE,Miami Hurricanes,0.8804
2018,Patrick Joyner,WDE,Miami Hurricanes,0.8676
2018,Jordan Miller,DT,Miami Hurricanes,0.8431
2018,Nigel Bethel,CB,Miami Hurricanes,0.8418
2018,Realus George,FB,Miami Hurricanes,0.8356
2018,Bubba Baxa,K,Miami Hurricanes,0.8083
2019,Jeremiah Payton,WR,Miami Hurricanes,0.9730
2019,Christian Williams,CB,Miami Hurricanes,0.9328
2019,Keontra Smith,S,Miami Hurricanes,0.9227
2019,Avery Huff,OLB,Miami Hurricanes,0.9218
2019,Jahfari Harvey,WDE,Miami Hurricanes,0.9206
2019,Jason Blissett,DT,Miami Hurricanes,0.9057
2019,Te'Cory Couch,CB,Miami Hurricanes,0.8954
2019,Cameron Williams,WDE,Miami Hurricanes,0.8893
2019,Jared Harrison-Hunte,DT,Miami Hurricanes,0.8837
2019,Larry Hodges,TE,Miami Hurricanes,0.8793
2019,Sam Brooks,OLB,Miami Hurricanes,0.8707
2019,Jalar Holley,DT,Miami Hurricanes,0.8693
2019,Ousman Traore,OG,Miami Hurricanes,0.8500
2019,Adam ElGammal,OT,Miami Hurricanes,0.8481
2019,Zion Nelson,OT,Miami Hurricanes,0.8426
2019,Jakai Clark,OC,Miami Hurricanes,0.8400
2019,Peyton Matocha,DUAL,Miami Hurricanes,0.8381
2019,Lou Hedley,P,Miami Hurricanes,0.8178
2020,Avantae Williams,S,Miami Hurricanes,0.9766
2020,Chantz Williams,WDE,Miami Hurricanes,0.9633
2020,Jaylan Knighton,RB,Miami Hurricanes,0.9530
2020,Donald Chaney Jr.,RB,Miami Hurricanes,0.9496
2020,Jalen Rivers,OG,Miami Hurricanes,0.9425
2020,Michael Redding III,WR,Miami Hurricanes,0.9270
2020,Jalen Harrell,S,Miami Hurricanes,0.9181
2020,Tyler Van Dyke,PRO,Miami Hurricanes,0.9173
2020,Isaiah Dunson,CB,Miami Hurricanes,0.9000
2020,Elijah Roberts,WDE,Miami Hurricanes,0.8967
2020,Keshawn Washington,S,Miami Hurricanes,0.8933
2020,Dominic Mammarelli,TE,Miami Hurricanes,0.8900
2020,Tirek Austin-Cave,OLB,Miami Hurricanes,0.8815
2020,Dazalin Worsham,WR,Miami Hurricanes,0.8783
2020,Xavier Restrepo,WR,Miami Hurricanes,0.8733
2020,Quentin Williams,SDE,Miami Hurricanes,0.8707
2020,Marcus Clarke,CB,Miami Hurricanes,0.8689
2020,Key'Shawn Smith,WR,Miami Hurricanes,0.8689
2020,Brian Balom,S,Miami Hurricanes,0.8674
2020,Corey Flagg,ILB,Miami Hurricanes,0.8648
2020,Chris Washington,OT,Miami Hurricanes,0.8589
2021,Nelson Foley,P,Miami Hurricanes,NA
2021,Leonard Taylor III,DT,Miami Hurricanes,0.9938
2021,James Williams,S,Miami Hurricanes,0.9921
2021,Jake Garcia,PRO,Miami Hurricanes,0.9761
2021,Romello Brinson,WR,Miami Hurricanes,0.9368
2021,Jacolby George,WR,Miami Hurricanes,0.9257
2021,Laurance Seymore,OG,Miami Hurricanes,0.9248
2021,Elijah Arroyo,TE,Miami Hurricanes,0.9212
2021,Brashard Smith,RB,Miami Hurricanes,0.9198
2021,Cody Brown,RB,Miami Hurricanes,0.9134
2021,Jabari Ishmael,WDE,Miami Hurricanes,0.9120
2021,Thad Franklin,RB,Miami Hurricanes,0.9098
2021,Chase Smith,ATH,Miami Hurricanes,0.9059
2021,Kamren Kinchens,S,Miami Hurricanes,0.8994
2021,Michael McLaughlin,OT,Miami Hurricanes,0.8938
2021,Ryan Rodriguez,OG,Miami Hurricanes,0.8893
2021,Thomas Davis,WDE,Miami Hurricanes,0.8804
2021,Tyler Johnson,LB,Miami Hurricanes,0.8785
2021,Deshawn Troutman,ILB,Miami Hurricanes,0.8693
2021,Kahlil Brantley,TE,Miami Hurricanes,0.8641
2021,Malik Curtis,ATH,Miami Hurricanes,0.8607
2021,Allan Haye,DT,Miami Hurricanes,0.8596
2021,Andres Borregales,K,Miami Hurricanes,0.8333
2022,Cyrus Moss,Edge,Miami Hurricanes,0.9710
2022,Nyjalik Kelly,DL,Miami Hurricanes,0.9609
2022,Jaleel Skinner,TE,Miami Hurricanes,0.9562
2022,TreVonte' Citizen,RB,Miami Hurricanes,0.9550
2022,Khamauri Rogers,CB,Miami Hurricanes,0.9525
2022,Chris Graves,ATH,Miami Hurricanes,0.9365
2022,Wesley Bissainthe,LB,Miami Hurricanes,0.9274
2022,Jacurri Brown,QB,Miami Hurricanes,0.9080
2022,Markeith Williams,S,Miami Hurricanes,0.8998
2022,Isaiah Horton,WR,Miami Hurricanes,0.8948
2022,Jaden Harris,CB,Miami Hurricanes,0.8819
2022,Ahmad Moten,DL,Miami Hurricanes,0.8811
2022,Matthew McCoy,OT,Miami Hurricanes,0.8719
2022,Anez Cooper,OT,Miami Hurricanes,0.8541
2022,Colbie Young,WR,Miami Hurricanes,0.8417
2023,Dylan Joyce,P,Miami Hurricanes,NA
2023,Demetrius Freeney,CB,Miami Hurricanes,NA
2023,Francis Mauigoa,OT,Miami Hurricanes,0.9960
2023,Samson Okunlola,OT,Miami Hurricanes,0.9886
2023,Rueben Bain,Edge,Miami Hurricanes,0.9709
2023,Jayden Wayne,Edge,Miami Hurricanes,0.9622
2023,Riley Williams,TE,Miami Hurricanes,0.9480
2023,Ray Ray Joseph,WR,Miami Hurricanes,0.9405
2023,Mark Fletcher,RB,Miami Hurricanes,0.9402
2023,Robert Stafford,CB,Miami Hurricanes,0.9362
2023,Collins Acheampong,Edge,Miami Hurricanes,0.9361
2023,Malik Bryant,LB,Miami Hurricanes,0.9320
2023,Damari Brown,CB,Miami Hurricanes,0.9308
2023,Raul Aguirre,LB,Miami Hurricanes,0.9233
2023,Robby Washington,WR,Miami Hurricanes,0.9228
2023,Chris Johnson,RB,Miami Hurricanes,0.9121
2023,Josh Horton,DL,Miami Hurricanes,0.8917
2023,Bobby Washington,LB,Miami Hurricanes,0.8917
2023,Tommy Kinsler,OT,Miami Hurricanes,0.8825
2023,Emory Williams,QB,Miami Hurricanes,0.8789
2023,Shemar Kirk,WR,Miami Hurricanes,0.8789
2023,Jackson Carver,TE,Miami Hurricanes,0.8769
2023,Kaleb Spencer,S,Miami Hurricanes,0.8769
2023,Antonio Tripp,IOL,Miami Hurricanes,0.8758
2023,Marcellius Pulliam,LB,Miami Hurricanes,0.8736
2023,Frankie Tinilau,OT,Miami Hurricanes,0.8608
2004,Hugh D'Imperio,ILB,Michigan State Spartans,0.9000
2004,Dwayne Holmes,ATH,Michigan State Spartans,0.9000
2004,SirDarean Adams,ATH,Michigan State Spartans,0.9000
2004,Miles Williams,WR,Michigan State Spartans,0.8778
2004,Eric Andino,SDE,Michigan State Spartans,0.8778
2004,Craig McGovern,TE,Michigan State Spartans,0.8778
2004,Domata Peko,DT,Michigan State Spartans,0.8667
2004,Kellen Freeman-Davis,TE,Michigan State Spartans,0.8556
2004,Brian Hoyer,PRO,Michigan State Spartans,0.8556
2004,Kenny Jackson,WR,Michigan State Spartans,0.8333
2004,Michael Bell,ATH,Michigan State Spartans,0.8333
2004,Deon Curry,WR,Michigan State Spartans,0.8333
2004,Tom Dance,S,Michigan State Spartans,0.8333
2004,John Goss,K,Michigan State Spartans,0.8333
2004,Tony Howard,CB,Michigan State Spartans,0.8333
2004,Leon Pennington Jr.,RB,Michigan State Spartans,0.8333
2004,Nick Smith,DT,Michigan State Spartans,0.8333
2004,Ron Stoops,S,Michigan State Spartans,0.8333
2004,Richard Abney,WR,Michigan State Spartans,0.8333
2004,Dan McGarry,TE,Michigan State Spartans,0.8111
2004,Bryan Brighton,ATH,Michigan State Spartans,0.8111
2004,Luis Fonseca,OG,Michigan State Spartans,0.7889
2004,Jesse Miller,OT,Michigan State Spartans,0.7889
2004,Justin Kershaw,SDE,Michigan State Spartans,0.7667
2004,Daniel Zynn,DT,Michigan State Spartans,0.7667
2004,Tyrone McKenzie,OLB,Michigan State Spartans,0.7444
2005,Steven Juarez,ILB,Michigan State Spartans,NA
2005,Kerry Reed,WR,Michigan State Spartans,0.9000
2005,Kendell Davis,CB,Michigan State Spartans,0.8778
2005,Domenic Natale,PRO,Michigan State Spartans,0.8778
2005,Ryan Allison,WR,Michigan State Spartans,0.8778
2005,David Stanton,DT,Michigan State Spartans,0.8667
2005,Bobby Jones,SDE,Michigan State Spartans,0.8667
2005,Andrew Hawken,OLB,Michigan State Spartans,0.8556
2005,Joel Nitchman,OG,Michigan State Spartans,0.8333
2005,Rocco Cironi,OT,Michigan State Spartans,0.8333
2005,A.J. Jimmerson,RB,Michigan State Spartans,0.8333
2005,Emory Jones,WR,Michigan State Spartans,0.8333
2005,Brendon Moss,OT,Michigan State Spartans,0.8333
2005,Kenny Shane,OT,Michigan State Spartans,0.8333
2005,Ross Weaver,S,Michigan State Spartans,0.8333
2005,Otis Wiley,S,Michigan State Spartans,0.8333
2005,Brandon Long,ILB,Michigan State Spartans,0.8333
2005,Jonal Saint-Dic,WDE,Michigan State Spartans,0.8000
2005,Demond Williams Sr.,CB,Michigan State Spartans,0.8000
2005,Haywood Howard,DT,Michigan State Spartans,0.7778
2005,Diego Oquendo,WR,Michigan State Spartans,0.7667
2005,Mike Schmeding,OT,Michigan State Spartans,0.7667
2005,Adam Decker,ILB,Michigan State Spartans,0.7667
2005,Dan Fortener,WR,Michigan State Spartans,0.7556
2005,Reggie Graham,WDE,Michigan State Spartans,0.7444
2006,Alex Shackleton,,Michigan State Spartans,NA
2006,Ervin Baldwin,SDE,Michigan State Spartans,0.9333
2006,Jason Diehl,OT,Michigan State Spartans,0.9000
2006,Patrick Rigan,SDE,Michigan State Spartans,0.8800
2006,Devin Thomas,WR,Michigan State Spartans,0.8667
2006,Sam Gardner,TE,Michigan State Spartans,0.8456
2006,John Stipek,WDE,Michigan State Spartans,0.8456
2006,Ken Tinney,CB,Michigan State Spartans,0.8333
2006,Nehemiah Warrick,S,Michigan State Spartans,0.8333
2006,Ashton Henderson,CB,Michigan State Spartans,0.8333
2006,Brett Swenson,K,Michigan State Spartans,0.8333
2006,T.J. Williams,WR,Michigan State Spartans,0.8333
2006,J'Michael Deane,DT,Michigan State Spartans,0.8111
2006,Ogemdi Nwagbuo,DT,Michigan State Spartans,0.8000
2006,Conner Dixon,DUAL,Michigan State Spartans,0.8000
2006,Enrique Shaw,S,Michigan State Spartans,0.7667
2006,Roderick Jenrette,ATH,Michigan State Spartans,0.7667
2006,David Williams,WR,Michigan State Spartans,0.7000
2007,Aaron Bates,P,Michigan State Spartans,NA
2007,Michael Jordan,SDE,Michigan State Spartans,0.9000
2007,Arthur Ray Jr.,OG,Michigan State Spartans,0.8656
2007,Nick Foles,PRO,Michigan State Spartans,0.8567
2007,Ishmyl Johnson,SDE,Michigan State Spartans,0.8556
2007,Jared McGaha,OT,Michigan State Spartans,0.8467
2007,Andre Anderson,APB,Michigan State Spartans,0.8400
2007,B.J. Cunningham,WR,Michigan State Spartans,0.8333
2007,Ryan Wheat,DT,Michigan State Spartans,0.8333
2007,Chase Dumphord,OG,Michigan State Spartans,0.8311
2007,Oren Wilson,DT,Michigan State Spartans,0.8274
2007,Ashton Leggett,RB,Michigan State Spartans,0.8200
2007,Chris Rucker,ATH,Michigan State Spartans,0.8067
2007,David Duran,TE,Michigan State Spartans,0.7989
2007,Garrett Celek,TE,Michigan State Spartans,0.7556
2008,Fred Smith,WR,Michigan State Spartans,0.9181
2008,Antonio Jeremiah,OG,Michigan State Spartans,0.9030
2008,Charles Burrell,S,Michigan State Spartans,0.8822
2008,Johnny Adams,CB,Michigan State Spartans,0.8789
2008,Ethan Ruhland,OG,Michigan State Spartans,0.8778
2008,Tyler Hoover,DT,Michigan State Spartans,0.8689
2008,Caulton Ray,RB,Michigan State Spartans,0.8678
2008,Steve Gardiner,OLB,Michigan State Spartans,0.8600
2008,Keshawn Martin,WR,Michigan State Spartans,0.8556
2008,Brynden Trawick,S,Michigan State Spartans,0.8533
2008,Glenn Winston,ATH,Michigan State Spartans,0.8533
