Year,Name,Position,College,Rating
2021,Pryce Yates,DL,Connecticut Huskies,0.8170
2021,Tyler Phommachanh,DUAL,Connecticut Huskies,0.8115
2021,Femi Sakiri,IOL,Connecticut Huskies,0.8115
2021,Josh Tracey,WR,Connecticut Huskies,0.8081
2021,Kaleb Anthony,CB,Connecticut Huskies,0.8048
2021,Deondrick Speight,OLB,Connecticut Huskies,0.8007
2022,Isiah Davis,CB,Connecticut Huskies,NA
2022,Ben Murawski,IOL,Connecticut Huskies,NA
2022,Justin Joly,WR,Connecticut Huskies,NA
2022,Kylish Hicks,WR,Connecticut Huskies,NA
2022,Lee Molette,ATH,Connecticut Huskies,NA
2022,Bo Estes,IOL,Connecticut Huskies,NA
2022,William Knight,RB,Connecticut Huskies,NA
2022,Zion Turner,QB,Connecticut Huskies,0.8781
2022,Donovan Branch,Edge,Connecticut Huskies,0.8456
2022,Matt Hoffman,TE,Connecticut Huskies,0.8367
2022,Nikko Pohahau,OT,Connecticut Huskies,0.8350
2022,Victor Rosa,ATH,Connecticut Huskies,0.8341
2022,Brady Wayburn,OT,Connecticut Huskies,0.8259
2022,Derek Spearman,S,Connecticut Huskies,0.8226
2022,Timothy Passmore,DL,Connecticut Huskies,0.8126
2022,D'Mon Brinson,CB,Connecticut Huskies,0.8063
2022,Nathan Voorhis,Edge,Connecticut Huskies,0.7944
2023,Christopher Hudson,CB,Connecticut Huskies,NA
2023,Nader Chirchi,TE,Connecticut Huskies,NA
2023,Oumar Diomande,LB,Connecticut Huskies,NA
2023,Toluwanimi Tunde,OT,Connecticut Huskies,NA
2023,Zackary Drawdy,WR,Connecticut Huskies,0.8506
2023,Cameron Chadwick,CB,Connecticut Huskies,0.8304
2023,Tucker McDonald,QB,Connecticut Huskies,NA
2023,Carsten Casady,DL,Connecticut Huskies,NA
2023,Brandon Kelley,Edge,Connecticut Huskies,NA
