Year,Name,Position,College,Rating
2024,Jake Vorhees,Edge,Cal Poly Mustangs,NA
2024,Kamani Fifita,IOL,Cal Poly Mustangs,NA
2024,Malachi Brown,RB,Cal Poly Mustangs,NA
2024,Trey Wilson,RB,Cal Poly Mustangs,NA
2024,Josiah Lamarque,WR,Cal Poly Mustangs,NA
2024,Justus Woods,ATH,Cal Poly Mustangs,0.8550
2024,BJ Canady,ATH,California Golden Bears,0.8803
2024,Ja'ir Smith,S,California Golden Bears,0.8772
2024,Josiah Martin,WR,California Golden Bears,0.8761
2024,Dayday Aupiu,ATH,California Golden Bears,0.8731
2024,Eze Osondu,Edge,California Golden Bears,0.8614
2024,Luke Ferrelli,LB,California Golden Bears,0.8533
2024,Isaiah Crosby,S,California Golden Bears,0.8508
2024,Tyler Knape,OT,California Golden Bears,0.8483
2024,Ashton Allman,OT,Campbell Fighting Camels,NA
2024,Kado Felder,LB,Campbell Fighting Camels,NA
2024,Donavan Philord,CB,Campbell Fighting Camels,0.8597
2024,Bryan Wilson,QB,Campbell Fighting Camels,0.8485
2024,Semaj Jackson,S,Campbell Fighting Camels,0.8217
2024,Jack Patterson,QB,Central Arkansas Bears,NA
2024,Marquel Hambric,CB,Central Arkansas Bears,NA
2024,Vinny Winters,IOL,Central Arkansas Bears,0.8511
2024,Carmilo Allen,DL,Central Arkansas Bears,0.8437
2024,Elijah Jackson,ATH,Central Arkansas Bears,0.8411
2024,Kealen Juniel,TE,Central Arkansas Bears,0.8206
2024,Bryce Rowe,CB,Central Michigan Chippewas,0.8517
2024,Brock Townsend,RB,Central Michigan Chippewas,0.8330
2024,Jadyn Glasser,QB,Central Michigan Chippewas,0.8230
2024,Jaion Jackson,CB,Central Michigan Chippewas,0.8104
2024,Xavier White,LB,Central Michigan Chippewas,0.7983
2024,Pius Odjugo,DL,Central Michigan Chippewas,0.7833
2024,Knai Cook,S,Charleston Southern Buccaneers,NA
2024,DeQuinder Williams,CB,Charlotte 49ers,NA
2024,Evan Austin,ATH,Charlotte 49ers,0.8600
2024,Miles Burris,WR,Charlotte 49ers,0.8525
2024,DeShawn Purdie,QB,Charlotte 49ers,0.8511
2024,Isaiah Myers,WR,Charlotte 49ers,0.8494
2024,Cornell Allen,S,Charlotte 49ers,0.8369
2024,Cary Grant,CB,Charlotte 49ers,0.8294
2024,Umar Rockhead,Edge,Charlotte 49ers,0.8270
2024,Dom Silvia,OT,Charlotte 49ers,0.8104
2024,Joshua Williams,WR,Chattanooga Mocs,NA
2024,CJ Smith,DL,Chattanooga Mocs,NA
2024,Leroy Harris III,LB,Chattanooga Mocs,NA
2024,Samaj Jones,QB,Cincinnati Bearcats,0.8906
2024,Gavin Grover,TE,Cincinnati Bearcats,0.8764
2024,Kale Woodburn,WR,Cincinnati Bearcats,0.8731
2024,Willie Goodwyn,ATH,Cincinnati Bearcats,0.8697
2024,Jake Wheelock,IOL,Cincinnati Bearcats,0.8667
2024,Simeon Coleman,LB,Cincinnati Bearcats,0.8636
2024,Dakarai Anderson,WR,Cincinnati Bearcats,0.8633
2024,Devyn Zahursky,TE,Cincinnati Bearcats,0.8583
2024,Jiquan Sanks,CB,Cincinnati Bearcats,0.8567
2024,Zaravion Johnson,S,Cincinnati Bearcats,0.8542
2024,TJ Moore,WR,Clemson Tigers,0.9887
2024,Bryant Wesco,WR,Clemson Tigers,0.9782
2024,Christian Bentancur,TE,Clemson Tigers,0.9640
2024,Darien Mayo,Edge,Clemson Tigers,0.9285
2024,Elyjah Thurmon,IOL,Clemson Tigers,0.9214
2024,Noah Dixon,S,Clemson Tigers,0.9083
2024,Hevin Brown-Shuler,DL,Clemson Tigers,0.9065
2024,David Eziomume,ATH,Clemson Tigers,0.9025
2024,Champ Thompson,DL,Clemson Tigers,0.8900
2024,Ashton Hampton,ATH,Clemson Tigers,0.8817
2024,Mason Wade,OT,Clemson Tigers,0.8753
2024,Drew Woodaz,LB,Clemson Tigers,0.8622
2024,CJ Kubah-Taylor,LB,Clemson Tigers,0.8567
2024,Jayden Bryant,Edge,Coastal Carolina Chanticleers,NA
2024,Gavin McLaughlin,OT,Coastal Carolina Chanticleers,NA
2024,Geajorm Akpaloo,LB,Coastal Carolina Chanticleers,NA
2024,Keenan Hatcher,DL,Coastal Carolina Chanticleers,NA
2024,Se'Von McDowell,LB,Coastal Carolina Chanticleers,NA
2024,TrayVaughn Swanigan,DL,Coastal Carolina Chanticleers,NA
2024,Cohen Fuller,DL,Coastal Carolina Chanticleers,NA
2024,Tray Taylor,WR,Coastal Carolina Chanticleers,0.8711
2024,D'Marius Rucker,RB,Coastal Carolina Chanticleers,0.8678
2024,Julius Tate,IOL,Coastal Carolina Chanticleers,0.8631
2024,DJ Moore,QB,Coastal Carolina Chanticleers,0.8597
2024,Xakery Wiedner,ATH,Coastal Carolina Chanticleers,0.8585
2024,Zach Cody,CB,Coastal Carolina Chanticleers,0.8581
2024,Deondre Shepherd,CB,Coastal Carolina Chanticleers,0.8450
2024,Daniel Jones,OT,Coastal Carolina Chanticleers,0.8417
2024,Jacob Katauskas,IOL,Coastal Carolina Chanticleers,0.8411
2024,Myles Woods,ATH,Coastal Carolina Chanticleers,0.8406
2024,Elijah Lee,ATH,Coastal Carolina Chanticleers,0.8383
2024,Jalen Harris,WR,Coastal Carolina Chanticleers,0.8328
2024,Chase Jackson,S,Coastal Carolina Chanticleers,0.8308
2024,Logan Brasfield,IOL,Coastal Carolina Chanticleers,0.8236
2024,Xavier McIntyre,S,Coastal Carolina Chanticleers,0.8228
2024,Jaitlin Hampton,S,Coastal Carolina Chanticleers,0.8122
2024,Zack Zandier,TE,Coastal Carolina Chanticleers,0.7783
2024,Michael Balogh,TE,Colgate Raiders,0.8370
2024,Jordan Seaton,IOL,Colorado Buffaloes,0.9934
2024,Brandon Davis-Swain,DL,Colorado Buffaloes,0.9148
2024,Eric Brantley Jr.,DL,Colorado Buffaloes,0.8822
2024,Micah Welch,RB,Colorado Buffaloes,0.8744
2024,Landon Bell,ATH,Colorado State Rams,0.8744
2024,Jaden Landrum,ATH,Colorado State Rams,0.8517
2024,Chauncey Davis,CB,Colorado State Rams,0.8269
2024,Hutch Crow,WR,Columbia Lions,NA
2024,Miron Magee,CB,Columbia Lions,NA
2024,Caleb Solomon,S,Columbia Lions,NA
2024,Benjamin Bruce,ATH,Columbia Lions,NA
2024,Caleb Sanchez,QB,Columbia Lions,NA
2024,Cole Welliver,QB,Connecticut Huskies,0.8575
2024,Brock Montgomery,WR,Connecticut Huskies,0.8467
2024,Kaleb Stewart,LB,Connecticut Huskies,0.8328
2024,Diego Rodriguez,OT,Connecticut Huskies,0.8270
2024,Oliver Lundberg Coleman,RB,Connecticut Huskies,0.8156
2024,Clemens Richter,TE,Connecticut Huskies,0.8137
2024,Tommy Ducker,Edge,Cornell Big Red,NA
2024,Kandakai Sherman,S,Cornell Big Red,NA
2024,Darius Wise,WR,Cornell Big Red,NA
2024,Luke Rives,WR,Dartmouth Big Green,NA
2024,Anthony Ndika,IOL,Dartmouth Big Green,NA
2024,Jackson Ashford,LB,Dartmouth Big Green,NA
2024,Taylor Faalele,DL,Dartmouth Big Green,NA
2024,Noah Trigueros,QB,Dartmouth Big Green,NA
2024,Sam Mitchell,LB,Dayton Flyers,NA
2024,Filip Rolek,DL,Dayton Flyers,NA
2024,Javawn Brooks,CB,Dayton Flyers,NA
2024,Parker Chaney,S,Dayton Flyers,NA
2024,Bryce Cowgill,TE,Dayton Flyers,NA
2024,Gus Dammann,DL,Dayton Flyers,NA
2024,Emmanuel Hardrick,CB,Dayton Flyers,NA
2024,Paul Kelly,WR,Dayton Flyers,NA
2024,Andrew Flaherty,OT,Dayton Flyers,NA
2024,LeRoy Lewis IV,WR,Dayton Flyers,NA
2024,Charlie Olds,IOL,Dayton Flyers,NA
2024,Kyler Paul,LB,Dayton Flyers,NA
2024,Zane Plattner,DL,Dayton Flyers,NA
2024,Grayson Thomas,RB,Dayton Flyers,NA
2024,Dante Varrasso,WR,Dayton Flyers,NA
2024,Alex Walton,IOL,Dayton Flyers,NA
2024,Sean Winton,QB,Dayton Flyers,NA
2024,Braden Streeter,QB,Delaware Fightin' Blue Hens,NA
2024,Skyler Sholder,K,Delaware Fightin' Blue Hens,NA
2024,Trace Scott,Edge,Delaware Fightin' Blue Hens,NA
2024,Sean Wilson,WR,Delaware Fightin' Blue Hens,NA
2024,Greg Spiller,RB,Delaware Fightin' Blue Hens,NA
2024,Kaeden Singleton,LB,Delaware Fightin' Blue Hens,NA
2024,Matthew McKinley,WR,Delaware Fightin' Blue Hens,NA
2024,Colin Gallagher,LB,Delaware Fightin' Blue Hens,NA
2024,Nick Tyree,WR,Delaware Fightin' Blue Hens,NA
2024,Jackson Whitacre,TE,Delaware Fightin' Blue Hens,NA
2024,Tyler Burnham,OT,Delaware Fightin' Blue Hens,0.8344
2024,Meikhi Cuttino,ATH,Delaware Fightin' Blue Hens,0.8250
2024,Alex Nash,CB,Delaware Fightin' Blue Hens,0.8056
2024,Nicholas Dowdell,IOL,Delaware State Hornets,NA
2024,Kyren Condoll,CB,Duke Blue Devils,0.8744
2024,Landan Callahan,ATH,Duke Blue Devils,0.8731
2024,Preston Watson,DL,Duke Blue Devils,0.8722
2024,Jayden Moore,WR,Duke Blue Devils,0.8656
2024,Tyshon Reed,Edge,Duke Blue Devils,0.8583
2024,Derrick Brown Jr.,LB,Duke Blue Devils,0.8547
2024,Vontae Floyd,ATH,Duke Blue Devils,0.8514
2024,Quan Rhodes Mckee,LB,Duquesne Dukes,NA
2024,Cameron Frazier,ATH,Duquesne Dukes,0.8686
2024,Kevon Merrell,LB,East Carolina Pirates,0.8578
2024,TJ Engleman,RB,East Carolina Pirates,0.8525
2024,Shaikh Thompson,Edge,East Carolina Pirates,0.8444
2024,Jyron Waiters,WR,East Carolina Pirates,0.8411
2024,Samuel Riddy,Edge,East Carolina Pirates,0.8308
2024,Omarion Lewis,S,East Carolina Pirates,0.8303
2024,Kendarius Small,OT,East Carolina Pirates,0.8283
2024,Jayson Tarpeh,OT,East Carolina Pirates,0.7783
2024,Jayson Graham,ATH,East Tennessee State Buccaneers,NA
2024,Jordan Anderson,WR,East Tennessee State Buccaneers,NA
2024,Franklin West,IOL,East Tennessee State Buccaneers,NA
2024,Isaiah Hare,DL,Eastern Illinois Panthers,NA
2024,David Ajose,ATH,Eastern Illinois Panthers,NA
2024,Daniel Ajose,ATH,Eastern Illinois Panthers,NA
2024,Rahfeeq Katumbusi,IOL,Eastern Illinois Panthers,NA
2024,Connor Wolf,QB,Eastern Illinois Panthers,NA
2024,Clint Chamley,IOL,Eastern Illinois Panthers,NA
2024,TJ Mitchell,WR,Eastern Kentucky Colonels,NA
2024,Frederick Hinton,OT,Eastern Kentucky Colonels,0.8526
2024,Daviyon Hawkins-Ingram,IOL,Eastern Kentucky Colonels,0.8400
2024,Chris Lee Jr.,LB,Eastern Kentucky Colonels,0.8300
2024,Jace Stuckey,QB,Eastern Michigan Eagles,0.8396
2024,Jordan Toney,CB,Eastern Michigan Eagles,0.8337
2024,Everett Small,IOL,Eastern Michigan Eagles,0.8237
2024,Oran Singleton,WR,Eastern Michigan Eagles,0.7933
2024,Zion Fonua,LB,Eastern Michigan Eagles,0.7783
2024,Dodji Dahoue,OT,Eastern Michigan Eagles,0.7783
2024,Ambrose Marsh,CB,Eastern Washington Eagles,NA
2024,Conner Walcker,ATH,Eastern Washington Eagles,NA
2024,Ahmad Robinson,OT,Eastern Washington Eagles,NA
2024,Kayden Stuit,TE,Eastern Washington Eagles,NA
2024,Josiah Goode,ATH,Eastern Washington Eagles,NA
2024,Asher Bowie,TE,Eastern Washington Eagles,NA
2024,Waylon Romero,Edge,Eastern Washington Eagles,NA
2024,Gavin Allen,TE,Eastern Washington Eagles,NA
2024,Kevin Allen,RB,Eastern Washington Eagles,NA
2024,Ayden Gutierrez,WR,Eastern Washington Eagles,NA
2024,Marcus Lloyd,ATH,Eastern Washington Eagles,NA
2024,Aiden Nicholson,ATH,Eastern Washington Eagles,NA
2024,Jaxon Branch,WR,Eastern Washington Eagles,0.8456
2024,Jake Schakel,QB,Eastern Washington Eagles,0.8444
2024,Shea Robertson,LB,Eastern Washington Eagles,0.8150
2024,Josiah Taylor,LB,FIU Golden Panthers,0.8344
2024,Clayton Dees,QB,FIU Golden Panthers,0.8304
2024,Germaine Carter,DL,FIU Golden Panthers,0.8250
2024,Jaden Williams,S,FIU Golden Panthers,0.8233
2024,Raheim Sexil,CB,FIU Golden Panthers,0.8204
2024,Shamir Sterlin,S,FIU Golden Panthers,0.8196
2024,Brekien Harold,DL,Florida A&M Rattlers,NA
2024,Jaylen Neal,CB,Florida A&M Rattlers,NA
2024,Montra Edwards,DL,Florida A&M Rattlers,NA
2024,Jeremy Fishkin,IOL,Florida A&M Rattlers,NA
2024,Jaylen Smith,WR,Florida A&M Rattlers,NA
2024,Mauricio Hinds,OT,Florida Atlantic Owls,0.8558
2024,Char'quez Lee,LB,Florida Atlantic Owls,0.8547
2024,Kaden Shield-Dutton,RB,Florida Atlantic Owls,0.8514
2024,Joseph Young,WR,Florida Atlantic Owls,0.8483
2024,Lawrence Johnson,CB,Florida Atlantic Owls,0.8442
2024,Keon Rohe',OT,Florida Atlantic Owls,0.8404
2024,Jaheim Miller,CB,Florida Atlantic Owls,0.8336
2024,Jarvis Johnson Jr.,LB,Florida Atlantic Owls,0.8264
2024,Curtis Janvier,CB,Florida Atlantic Owls,0.8225
2024,Cameron Goggins,CB,Florida Atlantic Owls,0.7833
2024,DJ Lagway,QB,Florida Gators,0.9964
2024,LJ McCray,DL,Florida Gators,0.9928
2024,Myles Graham,LB,Florida Gators,0.9754
2024,KD Daniels,RB,Florida Gators,0.9212
2024,Fletcher Westphal,OT,Florida Gators,0.9182
2024,D'Antre Robinson,DL,Florida Gators,0.9110
2024,Tank Hawkins,WR,Florida Gators,0.9094
2024,Gregory Smith III,S,Florida Gators,0.9049
2024,TJ Abrams,WR,Florida Gators,0.9025
2024,Jadan Baugh,RB,Florida Gators,0.8984
2024,Brien Taylor,DL,Florida Gators,0.8915
2024,Josiah Davis,S,Florida Gators,0.8853
2024,Michai Boireau,DL,Florida Gators,0.8753
2024,Teddy Foster,CB,Florida Gators,0.8744
2024,Noel Portnjagin,IOL,Florida Gators,0.8656
2024,Mike Williams,OT,Florida Gators,0.8575
2024,Jaylen Dawson,LB,Fordham Rams,NA
2024,Mardale Rowe,Edge,Fordham Rams,0.8452
2024,Damarrion White,Edge,Fresno State Bulldogs,0.8761
2024,Jordan Malau'ulu,ATH,Fresno State Bulldogs,0.8464
2024,Karim McCune II,WR,Fresno State Bulldogs,0.8156
2024,Jakari Embry,CB,Fresno State Bulldogs,0.8122
2024,Terry Hedden III,QB,Furman Paladins,NA
2024,Devin Hester Jr,WR,Furman Paladins,NA
2024,Juan Rodriguez,IOL,Georgetown Hoyas,NA
2024,Legend Bernard,ATH,Georgetown Hoyas,0.8450
2024,Savion Hart,RB,Georgetown Hoyas,0.8350
2024,Ellis Robinson IV,CB,Georgia Bulldogs,0.9994
2024,Justin Williams,LB,Georgia Bulldogs,0.9969
2024,KJ Bolden,S,Georgia Bulldogs,0.9940
2024,Joseph Jonah-Ajonye,DL,Georgia Bulldogs,0.9881
2024,Chris Cole,LB,Georgia Bulldogs,0.9866
2024,Demello Jones,CB,Georgia Bulldogs,0.9763
2024,Jaden Reddell,TE,Georgia Bulldogs,0.9678
2024,Ondre Evans,CB,Georgia Bulldogs,0.9566
2024,Michael Uini,OT,Georgia Bulldogs,0.9534
2024,NiTareon Tuggle,WR,Georgia Bulldogs,0.9510
2024,Daniel Calhoun,OT,Georgia Bulldogs,0.9491
2024,Ryan Puglisi,QB,Georgia Bulldogs,0.9487
2024,Jordan Thomas,DL,Georgia Bulldogs,0.9463
2024,Kristopher Jones,LB,Georgia Bulldogs,0.9405
2024,Chauncey Bowens,RB,Georgia Bulldogs,0.9174
2024,Marques Easley,OT,Georgia Bulldogs,0.9120
2024,Nyier Daniels,OT,Georgia Bulldogs,0.9101
2024,Quintavius Johnson,Edge,Georgia Bulldogs,0.8991
2024,Sacovie White,WR,Georgia Bulldogs,0.8933
2024,Colton Heinrich,TE,Georgia Bulldogs,0.8808
2024,Nnamdi Ogboko,DL,Georgia Bulldogs,0.8756
2024,Malachi Toliver,IOL,Georgia Bulldogs,0.8642
2024,Eli Anders,Edge,Georgia Southern Eagles,0.8253
2024,Tyler Budge,QB,Georgia Southern Eagles,0.8226
2024,Carmelo Mays,WR,Georgia Southern Eagles,0.8033
2024,Lane Wadle,TE,Georgia State Panthers,0.8411
2024,Damaine Wilson,Edge,Georgia State Panthers,0.8322
2024,Jules Ney,IOL,Georgia State Panthers,0.7933
2024,Isiah Canion,WR,Georgia Tech Yellow Jackets,0.9234
